,Area,Mean,min,max
1,6.52E-05,172.561,148,192
2,3.95E-05,175.946,145,202
3,2.81E-05,168.285,140,193
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
