,Area,Mean,min,max
1,1.29E-05,185.144,162,200
2,1.09E-05,195.982,158,225
3,1.06E-05,191.231,171,205
4,1.73E-05,196.508,171,211
5,1.56E-05,197.606,182,211
6,1.29E-05,185.144,162,200
7,1.33E-05,197.515,169,214
8,1.36E-05,190.705,162,209
9,2.12E-05,187.728,146,210
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
