,Area,Mean,min,max
1,4.61E-05,156.102,121,179
2,2.95E-05,176.43,150,200
3,2.31E-05,172.568,141,196
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
