,Area,Mean,min,max
1,1.19E-05,161.434,137,178
2,3.18E-05,204.307,183,223
3,2.50E-05,191.941,154,213
4,2.03E-05,196.976,164,218
5,2.81E-05,166.517,138,191
6,1.95E-05,191.845,168,213
7,3.13E-05,202.116,175,220
8,5.20E-05,171.97,121,196
9,2.62E-05,176.944,157,203
10,3.91E-05,1.82E+02,159,210
11,5.66E-05,1.65E+02,147,184
,,,,
,,,,
,,,,
,,,,
,,,,
