,Area,Mean,min,max
1,6.68E-05,149.817,106,189
2,5.37E-05,163.736,103,201
3,2.70E-05,178.855,140,198
4,4.73E-05,158.165,86,204
5,3.18E-05,166.19,103,202
6,2.42E-05,183.371,154,200
7,3.17E-05,180.837,153,202
8,1.95E-05,178.075,148,200
9,2.95E-05,175.179,146,194
10,6.17E-05,1.51E+02,98,183
11,2.67E-05,1.78E+02,140,202
12,1.24E-04,1.55E+02,111,193
13,1.42E-04,1.52E+02,103,184
,,,,
,,,,
,,,,
