,Area,Mean,min,max
1,2.32E-05,163.282,120,189
2,3.24E-05,143.663,98,174
3,4.73E-05,135.866,81,166
4,2.70E-05,138.007,108,166
5,3.60E-05,137.176,108,167
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
