,Area,Mean,min,max
1,2.34E-05,161.179,141,192
2,3.41E-05,169.361,135,199
3,9.77E-06,174,152,188
4,9.38E-06,171.656,140,194
5,1.56E-05,170.556,139,197
6,1.54E-05,151.006,129,172
7,8.98E-06,124.739,90,153
8,1.06E-05,172.657,143,194
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
