,Area,Mean,min,max
1,2.46E-05,118.774,85,149
2,4.41E-05,146.124,112,178
3,4.14E-05,179.748,157,197
4,3.67E-05,162.822,142,184
5,4.10E-05,155.964,120,183
6,2.47E-05,181.96,136,205
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
