,Area,Mean,min,max
1,1.21E-05,187.21,157,204
2,1.05E-05,185.748,162,210
3,5.08E-06,189.192,174,201
4,1.13E-05,191.198,168,208
5,1.35E-05,171.884,139,200
6,1.92E-05,189.025,157,221
7,1.30E-05,172.519,147,191
8,1.21E-05,187.21,157,204
9,1.37E-05,170.843,160,184
10,2.20E-05,159.053,129,175
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
