,Area,Mean,min,max
1,5.20E-05,157.647,117,195
2,4.22E-05,183.479,146,211
3,2.42E-05,170.855,123,189
4,4.22E-05,176.877,132,201
5,4.10E-05,144.579,119,169
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
