,Area,Mean,min,max
1,9.96E-06,193.657,165,219
2,1.44E-05,185.782,171,203
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
