,Area,Mean,min,max
1,1.95E-05,193.92,165,215
2,3.95E-05,193.752,175,217
3,2.85E-05,163.048,145,182
4,2.23E-05,153.298,115,182
5,1.82E-05,140.978,104,165
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
