,Area,Mean,min,max
1,8.13E-05,165.823,102,199
2,6.17E-05,163.573,128,199
3,3.24E-05,171.295,123,204
4,4.65E-05,138.935,108,166
5,9.09E-05,115.706,26,179
6,4.45E-05,122.561,70,149
7,1.88E-05,102.146,75,131
8,7.40E-05,139.148,91,167
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
