,Area,Mean,min,max
1,1.02E-05,113.971,97,131
2,8.40E-06,98.012,81,128
3,1.54E-05,110.867,98,124
4,1.52E-05,123.532,111,139
5,2.02E-05,104.005,91,135
6,2.95E-05,142.215,112,164
7,2.02E-05,107.841,84,136
8,8.40E-06,98.012,81,128
9,8.69E-06,102.371,85,122
,,,,
