,Area,Mean,min,max
1,2.19E-05,136.862,93,186
2,1.48E-05,134.026,101,183
3,3.32E-05,134.406,85,171
4,5.86E-05,130.907,76,209
5,2.54E-05,151.015,108,192
6,2.19E-05,136.862,93,186
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
