,Area,Mean,min,max
1,6.49E-05,175.095,126,201
2,3.71E-05,172.416,146,199
3,2.21E-05,177.487,146,197
4,3.48E-05,183.677,158,211
5,1.90E-05,163.299,142,187
6,2.85E-05,173.534,142,213
7,3.46E-05,157.602,125,187
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
