,Area,Mean,min,max
1,1.35E-05,167.623,133,190
2,1.36E-05,188.144,167,215
3,1.73E-05,184.441,168,204
4,2.12E-05,193.687,157,216
5,1.37E-05,189.964,164,206
6,1.50E-05,181.273,158,198
7,9.77E-06,190.57,169,207
8,1.05E-05,168.738,147,191
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
