,Area,Mean,min,max
1,1.23E-05,153.437,113,204
2,1.23E-05,153.437,113,204
3,1.21E-05,165.395,148,181
4,1.57E-05,151.466,114,177
5,1.13E-05,174.569,131,206
6,1.23E-05,153.437,113,204
7,1.09E-05,158.938,120,190
8,1.27E-05,162.4,125,187
9,1.44E-05,135.116,99,171
10,1.50E-05,148.604,118,172
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
