,Area,Mean,min,max
1,2.24E-05,183.14,155,205
2,1.90E-05,178.881,166,201
3,1.88E-05,177.797,155,197
4,1.66E-05,169.018,154,187
5,1.76E-05,178.872,147,202
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
