,Area,Mean,min,max
1,4.40E-05,169.667,136,195
2,7.34E-05,180.388,148,204
3,3.81E-05,191.895,162,217
4,2.97E-05,181.306,148,212
5,3.81E-05,191.895,162,217
6,4.02E-05,167.422,134,199
7,5.55E-05,162.634,124,204
8,6.91E-05,181.758,151,209
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
