,Area,Mean,min,max
1,3.13E-05,189.981,160,206
2,2.42E-05,156.339,128,189
3,1.95E-05,181.61,160,202
4,3.67E-05,161.566,128,184
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
