,Area,Mean,min,max
1,7.65E-05,134.748,88,168
2,7.65E-05,134.748,88,168
3,5.43E-05,150.955,117,174
4,1.04E-04,133.365,79,180
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
