,Area,Mean,min,max
1,1.29E-05,189.136,161,210
2,1.33E-05,191.36,173,210
3,1.23E-05,202.27,159,228
4,1.13E-05,181.81,164,198
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
